Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
"Venus on a Halfshell","Venus Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/105877233/venus-on-a-halfshell,3.7,-1,Sport,5.12c,1,,43.80188,-71.8375
"Vanishing Point","Turkey Rock > Turkey Rocks > South Platte > Colorado",https://www.mountainproject.com/route/105748825/vanishing-point,3.7,-1,Trad,5.10d,1,,39.11917,-105.23983
"Heaven's Gate","(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105816053/heavens-gate,3.6,-1,"Trad, Sport",5.11a,4,,47.82354,-121.56683
"Comfortably Numb","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/105905196/comfortably-numb,3.6,-1,"Trad, TR",5.9,1,120,34.17948,-85.81775
"No Passion for Fashion","Menses Prow > The Gallery > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105748990/no-passion-for-fashion,3.7,-1,Sport,5.11b/c,1,,38.6199,-105.2371
Teeanova,"Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106194324/teeanova,3.7,-1,Sport,5.12a,1,90,40.4507,-111.6717
Guppy,"Creek Side > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105763794/guppy,3.5,-1,Sport,5.8,1,115,39.74102,-105.41042
TR,"The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106001608/tr,3.7,-1,Trad,5.10a/b,1,70,44.1454,-73.75082
"Speaking In Tongues","The Cathedral > Welcome Springs > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/105840931/speaking-in-tongues,3.7,-1,Sport,5.12b,1,65,37.10116,-113.89875
"Wet Dream","Wall of the '90s > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748415/wet-dream,3.6,-1,Sport,5.12a,1,105,39.7388,-105.3222
"Starry Night","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112289818/starry-night,3.6,-1,Sport,5.12a,1,60,37.65292,-83.71772
"South Face Route","J. North Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105984188/south-face-route,3.6,-1,Trad,5.8,7,900,37.75783,-119.56211
"Kamps Crack (Classic Crack)","Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/105714842/kamps-crack-classic-crack,3.7,-1,Trad,5.8-,1,120,43.84769,-103.56814
"Fear and Loathing, III","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808935/fear-and-loathing-iii,3.6,-1,Sport,5.12a,1,70,36.15702,-115.43904
"Tricks for You","Superratic Pillar > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106820806/tricks-for-you,3.7,-1,Sport,5.12a,1,,44.14307,-107.25786
"Black Uhuru","Scarface > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718036/black-uhuru,3.7,-1,Trad,5.10+,1,120,38.06928,-109.55004
"The Grack - Center","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862623/the-grack-center,3.4,-1,Trad,5.6,3,500,37.72993,-119.56355
"Thin Slice","Parking Lot Rock - Northeast > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741581/thin-slice,3.6,-1,Trad,5.10a,1,100,42.08386,-113.72246
"Darkness 'til Dawn","Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105750565/darkness-til-dawn,3.6,-1,Trad,5.10a,1,140,39.93228,-105.28671
"Ten-Digit Dialing","Wall of the '90s > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748421/ten-digit-dialing,3.6,-1,Sport,5.12c,1,,39.7388,-105.3222
"Loose Ends","J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105748684/loose-ends,3.6,-1,Trad,5.9,5,,40.40556,-105.53398
Brontosaurus,"Pebble Beach > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860631/brontosaurus,3.7,-1,Trad,5.10b,1,60,37.8588,-83.67163
Gamesmanship,"Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York",https://www.mountainproject.com/route/106074170/gamesmanship,3.6,-1,Trad,5.8+,5,500,44.40783,-73.50371
"White Lightning","Table Rock > Linville Gorge > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/105925472/white-lightning,3.6,-1,Trad,5.8+,2,200,35.88831,-81.88519
"Blitzen Ridge","Ypsilon Mountain > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/105754804/blitzen-ridge,3.5,-1,"Trad, Alpine",5.4,1,,40.4569,-105.681
Ale-8-One,"(5) Undertow Wall > The Motherlode > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106445478/ale-8-one,3.7,-1,Sport,5.12b,1,70,37.64632,-83.71098
Eureka,"Global Village > Natural Bridge Region > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105880926/eureka,3.6,-1,Sport,5.6,1,70,37.75161,-83.65731
"Fat City Crack","The Pages Wall Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105748954/fat-city-crack,3.6,-1,Trad,5.10c,3,,40.40597,-105.53441
Esthesia,"The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106069787/esthesia,3.6,-1,Trad,5.10a,1,90,44.1454,-73.75082
"Great Red Book","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732647/great-red-book,3.4,-1,Trad,5.8,2,250,36.15544,-115.43461
"Brush Painted Datsun","Day Canyon Cragging Routes > Day Canyon > Potash Road > Southeast Utah > Utah",https://www.mountainproject.com/route/105718138/brush-painted-datsun,3.7,-1,Trad,5.10b/c,1,70,38.56973,-109.66167
"Queen of the Heartbreaks","Pratt's Crack / Dihedrals Area > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106836916/queen-of-the-heartbreaks,3.8,-1,Sport,5.11b,1,130,37.38393,-118.67712
"Bird Cage","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799578/bird-cage,3.6,-1,Trad,5.10b,1,100,41.73294,-74.19626
"Astro Dog","South Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado",https://www.mountainproject.com/route/105758014/astro-dog,3.6,-1,Trad,5.11+,14,2000,38.5811,-107.71539
"Friday the 13th","Nautilus > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105751792/friday-the-13th,3.6,-1,Trad,5.10a/b,3,,41.15478,-105.37467
"Cheaper Than a Movie","Chica Bonita Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106064911/cheaper-than-a-movie,3.6,-1,Trad,5.8,1,100,37.65078,-83.72161
Evergreen,"Pine Tree Rock > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105820050/evergreen,3.7,-1,Sport,5.9,1,140,43.88486,-103.46835
"Crazy Wynona","The Back Forty > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106231339/crazy-wynona,3.7,-1,Sport,5.11d,1,90,44.14841,-107.25769
"Run For Your Life","Tumbling Rainbow Formation > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722344/run-for-your-life,3.7,-1,Trad,"5.10b R",1,90,34.01232,-116.17133
"Double Crack","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105806583/double-crack,3.6,-1,Trad,5.8,1,150,41.74756,-74.17576
"Falled on Account of Strain","k. The Slime Wall > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799072/falled-on-account-of-strain,3.7,-1,Trad,5.10b,2,160,41.74928,-74.1749
Cosmosis,"Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750457/cosmosis,3.6,-1,Trad,5.10a,2,,40.0011,-105.413
"Tribal War","2. Tribal War > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105841251/tribal-war,3.7,-1,Sport,5.11b,1,70,42.57488,-108.71721
"Cool Your Jets","Waterfall Wall > Coalpit Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106264982/cool-your-jets,3.7,-1,Sport,5.12a,1,60,40.5667,-111.73753
"Open Space Cowboy","Dude's Throne > Golden Gate Canyon SP > Golden > Colorado",https://www.mountainproject.com/route/107137647/open-space-cowboy,3.7,-1,Sport,5.12a,1,85,39.86231,-105.41224
"Grandmother's Challenge","Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105748813/grandmothers-challenge,3.6,-1,Trad,5.10c,2,,39.93228,-105.28671
Gripper,"Ad. Arch Rock > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026157/gripper,3.7,-1,Trad,5.10b,3,270,37.6893,-119.7334
"Yorkshire Gripper","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105923959/yorkshire-gripper,3.7,-1,Trad,5.11b,1,70,49.7049,-123.1378
MF,"e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799143/mf,3.6,-1,Trad,5.9,2,180,41.73936,-74.18421
"Straw Turkey","Turkey Rock > Turkey Rocks > South Platte > Colorado",https://www.mountainproject.com/route/105752734/straw-turkey,3.6,-1,Trad,5.10a,3,,39.11917,-105.23983
"The Gram Traverse","Drug Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862947/the-gram-traverse,3.6,-1,Trad,5.10d,3,,37.86461,-119.42215
"Hands of Destiny","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751672/hands-of-destiny,3.7,-1,Sport,5.12d,2,,39.99846,-105.41397
Vertebrae,"1.The Left Wall > The Waterfall > Oak Creek Canyon > Northern Arizona > Arizona",https://www.mountainproject.com/route/105852465/vertebrae,3.7,-1,Trad,5.11b,1,80,34.9318,-111.73386
Narcissus,"Narcissus Cave > Summersville Lake (main) > Summersville (Gauley River) Area > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105918466/narcissus,3.6,-1,Sport,5.12a,1,55,38.24193,-80.84067
"The Green Adjective","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740051/the-green-adjective,3.6,-1,Trad,5.9+,3,250,40.5741,-111.7543
"Full Charge","Full Charge Crag > Lake Point > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/108209091/full-charge,3.7,-1,Sport,5.11c/d,1,80,44.15558,-107.23337
"Shock and Awe","West Buttress - South > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811909/shock-and-awe,3.7,-1,Sport,5.10a,1,80,42.12441,-113.67193
Happiness,"Downpour Wall > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105827047/happiness,3.6,-1,Sport,5.12b,1,80,44.13246,-107.25716
"Wailing Wall","The Amphitheater > Moore's Wall (Routes) > Moore's Wall > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/106019639/wailing-wall,3.6,-1,Trad,5.6,1,120,36.39969,-80.29077
"Yin and Yang","Yin and Yang Cliff > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732485/yin-and-yang,3.6,-1,Trad,5.11a,1,40,36.16791,-115.42695
"Regular Route (Higher Cathedral Spire)","3. Higher Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105956387/regular-route-higher-cathedral-spire,3.5,-1,Trad,5.9,4,400,37.71404,-119.63226
Congratulations,"05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105730472/congratulations,3.6,-1,"Trad, TR",5.10a,1,60,43.41359,-89.71252
"Deseret Moon","Cat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718189/deseret-moon,3.7,-1,Trad,5.11,1,140,38.09105,-109.56277
"Romulan Territory","The Bookmark > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105749074/romulan-territory,3.7,-1,Trad,5.10b,3,,40.40613,-105.53571
"The West Slabs","The West Slabs > Mount Olympus > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740522/the-west-slabs,3.4,-1,Trad,5.5,10,1660,40.66139,-111.78065
"El Balota","Lower Virgin > Virgin Canyon > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106265842/el-balota,3.7,-1,Sport,5.12a,1,110,25.95088,-100.47866
"Flakes of Wrath","Wall Street > Potash Road > Southeast Utah > Utah",https://www.mountainproject.com/route/105717511/flakes-of-wrath,3.5,-1,"Trad, TR",5.9+,1,,38.54669,-109.59961
"Just Another Boy's Climb","The Slab > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105761499/just-another-boys-climb,3.7,-1,Trad,5.12a,1,100,39.9629,-105.287
"Tissue Tiger","Military Wall > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870261/tissue-tiger,3.6,-1,Sport,5.12b,1,70,37.8159,-83.66918
"Bolting Barbie","Rad Wall > El Rito Sport Area > El Rito > New Mexico",https://www.mountainproject.com/route/105818753/bolting-barbie,3.7,-1,Sport,5.11c/d,1,50,36.39259,-106.19534
"Crack Attack","Battle of the Bulge Buttress > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717334/crack-attack,3.6,-1,Trad,5.11-,1,,38.03837,-109.54917
"Classic Dihedral","Bucksnort Slab > Pine Area > South Platte > Colorado",https://www.mountainproject.com/route/105751567/classic-dihedral,3.6,-1,Trad,5.7,2,300,39.42133,-105.31936
"Bean Fiddler","The Head Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108134100/bean-fiddler,3.8,-1,Sport,5.12c,1,65,43.73023,-113.08384
"Minor Dihedral","Haystack Mountain > Deep Lake Area > Wind River Range > Wyoming",https://www.mountainproject.com/route/105827766/minor-dihedral,3.6,-1,"Trad, Alpine",5.9,10,1000,42.73004,-109.17068
"Caver's Route","Tower Rock > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105882024/cavers-route,3.6,-1,Trad,"5.3 R",4,200,37.82823,-83.59714
Mainstreet,"Coke Bottle > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105760059/mainstreet,3.6,-1,Trad,5.10a,1,120,41.16185,-105.37553
"40 oz to Freedom","Bingo Baby > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106530742/40-oz-to-freedom,3.7,-1,Sport,5.12c,1,90,40.4461,-111.6859
"Space Truckin'","Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105876300/space-truckin,3.6,-1,Trad,5.10-,1,110,38.93997,-120.12315
"Comic Relief","SOB Gully (skier's left side) > North Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado",https://www.mountainproject.com/route/105750646/comic-relief,3.6,-1,Trad,5.10,8,950,38.58606,-107.71322
"Spite and Malice","1.The Left Wall > The Waterfall > Oak Creek Canyon > Northern Arizona > Arizona",https://www.mountainproject.com/route/105851017/spite-and-malice,3.7,-1,Trad,5.10+,1,115,34.9318,-111.73386
"Cheerio Bowl","D. Pricker Peak > C. Hidden Peaks > E. South Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106061463/cheerio-bowl,3.6,-1,Sport,5.10a,1,50,37.50212,-88.68582
"Northeast Ridge of the Pinnacle","05. Huntington Ravine > WM: Pinkham / Presidentials > New Hampshire",https://www.mountainproject.com/route/106304119/northeast-ridge-of-the-pinnacle,3.4,-1,Trad,5.7,7,900,44.27434,-71.2875
"John Fischer Memorial Route","PSOM Slab > Scheelite Crags / PSOM Slab > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107278643/john-fischer-memorial-route,3.6,-1,"Trad, Sport",5.10c,7,750,37.38788,-118.6742
"Lovin' Arms","(f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106194690/lovin-arms,3.6,-1,"Trad, Aid","5.10b/c A0",3,,47.82382,-121.56549
"Moonshine Dihedral","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790283/moonshine-dihedral,3.6,-1,Trad,5.9,2,90,44.3665,-121.14564
"The Snaz","Cathedral Buttress > Death Canyon > Grand Teton National Park > Wyoming",https://www.mountainproject.com/route/105802924/the-snaz,3.6,-1,"Trad, Alpine",5.10a,9,,43.66063,-110.82348
"WMA Crack","Confederate Cracks > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas",https://www.mountainproject.com/route/105986617/wma-crack,3.6,-1,Trad,5.9+,1,60,36.00132,-93.29346
Delicatessen,"The Solarium > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108867060/delicatessen,3.6,-1,Sport,5.12a/b,1,85,37.73372,-83.63884
"Stems and Seeds","(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/105801925/stems-and-seeds,3.6,-1,Trad,5.11a,1,80,47.02296,-119.97362
Feline,"Upper Ice Caves (Feline area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105756046/feline,3.6,-1,Sport,5.11b,1,,39.71269,-107.69257
"Olive Oil","Rose Tower > 11-Juniper Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732494/olive-oil,3.3,-1,Trad,5.7,5,600,36.1178,-115.48805
"Buddha Hole","Solar Collector/Gold Coast > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106920312/buddha-hole,3.7,-1,Sport,5.11d,1,75,37.6775,-83.73409
"Ghost in the Shell","The Head Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108134072/ghost-in-the-shell,3.6,-1,Sport,5.12a,1,70,43.73023,-113.08384
Mesquiter,"The Grail > Lime Kiln Canyon > The Arizona Strip > Northern Arizona > Arizona",https://www.mountainproject.com/route/108747814/mesquiter,3.6,-1,Sport,5.12a,1,110,36.65703,-114.00822
Superfly,"Cracked Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105890099/superfly,3.6,-1,Sport,5.10c,2,180,37.52785,-118.57454
"The Reacharound","Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107850975/the-reacharound,3.6,-1,Trad,5.9,1,80,49.6446,-123.2052
"Private Pizza","Private Pizza Wall > Lower Buckhorn > Buckhorn Wash > San Rafael Swell - North > San Rafael Swell > South Central Utah > Utah",https://www.mountainproject.com/route/106065612/private-pizza,3.6,-1,Trad,5.9,1,70,39.10565,-110.67039
"Hidden Treasures","D. Lovely Tower > C. North Falls > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106125028/hidden-treasures,3.7,-1,Sport,5.12a,1,40,37.50635,-88.6831
Cheatah,"11: Bill's Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105730808/cheatah,3.6,-1,"Trad, TR",5.10b,1,120,43.41366,-89.71414
Horseman,"a1. The Uberfall - left > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799721/horseman,3.5,-1,Trad,5.5,1,120,41.737,-74.18943
"Animal Instinct","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755935/animal-instinct,3.7,-1,Sport,5.12c,1,70,39.99846,-105.41397
Etude,"(u) Northeast Buttress > Suicide Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105790388/etude,3.6,-1,Trad,5.11a,1,160,33.77158,-116.69558
"The Sting","Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York",https://www.mountainproject.com/route/106051361/the-sting,3.6,-1,Trad,5.8+,1,80,44.40783,-73.50371
"Sig Sauer","Pistol Whipped > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718735/sig-sauer,3.6,-1,Trad,5.12a,1,70,38.00828,-109.58715
"Synapse Collapse","Cannabis Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060618/synapse-collapse,3.6,-1,Sport,5.11d,1,35,36.16728,-115.4179
"Captain Insano","World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106159245/captain-insano,3.7,-1,Sport,5.11d,1,100,44.13233,-107.25255
"S Crack","Cabin Wall > Escalante Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/105855126/s-crack,3.6,-1,Trad,5.10+,1,65,38.68073,-108.31363
J-Crack,"J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105748957/j-crack,3.6,-1,Trad,5.9+,4,,40.40556,-105.53398
"The Great Escape","-Shagg Crag > Maine",https://www.mountainproject.com/route/106076035/the-great-escape,3.6,-1,Sport,5.10b/c,1,,44.43277,-70.52743
Foxtrot,"West Ridge - part D - Xanadu to Pony Express > The West Ridge > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105753103/foxtrot,3.7,-1,Trad,"5.11d PG13",1,70,39.93239,-105.28874
Pangea,"Las Agujas (The Spires) > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106070371/pangea,3.7,-1,Sport,5.11+,1,80,25.94738,-100.47773
"Seasoned in the Sun","Grand Wall Base Area > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105979707/seasoned-in-the-sun,3.6,-1,Trad,5.10-,1,95,49.6827,-123.1482
"Steorts' Ridge","The Dead Snag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740006/steorts-ridge,3.4,-1,Trad,5.6,3,250,40.62082,-111.74466
"Beaten into Submission aka King Line","Windshield Wiper Wall > Maple Canyon Road > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/107789030/beaten-into-submission-aka-king-line,3.7,-1,Sport,5.12b,1,90,39.55516,-111.67382
Bandolier,"Torrent Falls > Natural Bridge Region > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105918062/bandolier,3.7,-1,Sport,5.11a,1,70,37.72,-83.66294
Cromagnon,"East Face > Dike Wall > Lake George > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105912080/cromagnon,3.6,-1,"Sport, Alpine",5.10a,1,80,37.5958,-119.0134
Hippocrite,"The Old Zoo > The Zoo > Natural Bridge Region > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106126244/hippocrite,3.6,-1,Sport,5.12a,1,45,37.73387,-83.66162
"The Green Spur","Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105748645/the-green-spur,3.5,-1,Trad,5.9+,2,,39.93228,-105.28671
"Ramblin' Rose","Wigwam Dome > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/105890055/ramblin-rose,3.6,-1,Trad,5.10,6,550,39.26137,-105.36789
"Hair City","The Bastille - W Face > The Bastille > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105748627/hair-city,3.6,-1,Trad,"5.9+ R",3,310,39.9304,-105.283
Spawn,"Image Wall > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106111639/spawn,3.6,-1,Sport,5.10b/c,1,90,36.09386,-84.70206
"Chasing Dragons","1. North End > Main Wall > Peaks Crag > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/110519761/chasing-dragons,3.6,-1,Sport,5.12-,1,65,35.30714,-111.70502
"Mars Attacks","The Fin > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105793038/mars-attacks,3.5,-1,"Trad, Sport","5.9 PG13",4,350,34.90455,-111.80682
"Tombstone Terror","Main Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105798338/tombstone-terror,3.6,-1,Trad,5.10c,1,80,38.80006,-120.13522
"Ashtar Command","Ataxia Tower > Mount Carmel Tunnel > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/105792804/ashtar-command,3.5,-1,Trad,5.9,2,250,37.21139,-112.95855
"Even Steven","Toxic - Tang Area > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105791090/even-steven,3.6,-1,Trad,5.11b,1,,47.81897,-121.57569
"North Arete","Bear Creek Spire > 06 - Little Lakes Valley & Mono Recesses > High Sierra > California",https://www.mountainproject.com/route/105806102/north-arete,3.5,-1,"Trad, Alpine",5.8,6,1000,37.3681,-118.767
"Casual Entertainment","2. Fossil Hill Central > Fossil Hill > Lander Area > Wyoming",https://www.mountainproject.com/route/107309540/casual-entertainment,3.7,-1,Sport,5.11c,1,70,42.71338,-108.84756
Coexistence,"e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799053/coexistence,3.6,-1,Trad,5.10d,1,60,41.73936,-74.18421
Yin-Yang,"N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107201090/yin-yang,3.6,-1,Trad,5.10d,2,120,37.72639,-119.60144
"Sunset Lanes","The Alley > Sunset Alley > Beaver Dam Road > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/109456245/sunset-lanes,3.6,-1,Sport,5.11d,1,100,37.13323,-113.84403
"Wishbone Dihedral","Chicken Head Ranch > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/106895231/wishbone-dihedral,3.6,-1,Sport,5.11b,1,80,39.25855,-105.10569
"Flame Thrower","Mustache Wall > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105912905/flame-thrower,3.6,-1,Sport,5.11c,1,90,37.3836,-118.67689
"Tu Felicidad","Tecolote Cave > El Salto > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106361829/tu-felicidad,3.8,-1,Sport,5.11c/d,1,50,25.39579,-100.24296
